total de voitures,Ménages sans voiture,Ménages avec une voiture,Ménages avec deux voitures ou plus,Ménages avec place(s) de stationnement,Nombre total d'accidents,Nombre de personnes tuées,Nombre de personnes indemnes,Nombre de personnes blessées, - dont blessés graves, - dont blessés légers,ville,lien
42.0,26.0,20.0,22.0,40.0,1.0,0.0,0.0,1.0,1.0,0.0,Trampot (88350),/management/ville/trampot/ville-88477
416.0,179.0,198.0,218.0,348.0,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Amans-Valtoret (81240),/management/ville/saint-amans-valtoret/ville-81239
91.0,40.0,39.0,52.0,70.0,1.0,0.0,0.0,1.0,1.0,0.0,Bray-lès-Mareuil (80580),/management/ville/bray-les-mareuil/ville-80135
328.0,100.0,139.0,189.0,244.0,1.0,0.0,0.0,4.0,2.0,2.0,Mont-Saint-Sulpice (89250),/management/ville/mont-saint-sulpice/ville-89268
426.0,172.0,200.0,225.0,400.0,1.0,0.0,1.0,1.0,0.0,1.0,Flavignac (87230),/management/ville/flavignac/ville-87066
6.0,32.0,4.0,2.0,1.0,,,,,,,Saint-Élie (97312),/management/ville/saint-elie/ville-97358
468.0,93.0,176.0,291.0,441.0,2.0,0.0,0.0,2.0,2.0,0.0,Coise-Saint-Jean-Pied-Gauthier (73800),/management/ville/coise-saint-jean-pied-gauthier/ville-73089
149.0,100.0,79.0,70.0,126.0,1.0,0.0,0.0,1.0,1.0,0.0,Chénelette (69430),/management/ville/chenelette/ville-69054
49.0,40.0,27.0,22.0,40.0,,,,,,,Moulins-en-Tonnerrois (89310),/management/ville/moulins-en-tonnerrois/ville-89271
233.0,28.0,92.0,141.0,187.0,1.0,0.0,1.0,1.0,1.0,0.0,Breilly (80470),/management/ville/breilly/ville-80137
101.0,259.0,75.0,26.0,69.0,1.0,0.0,1.0,1.0,1.0,0.0,Awala-Yalimapo (97319),/management/ville/awala-yalimapo/ville-97361
4042.0,1116.0,2025.0,2017.0,3266.0,8.0,1.0,5.0,12.0,7.0,5.0,Le Beausset (83330),/management/ville/le-beausset/ville-83016
257.0,46.0,132.0,125.0,198.0,1.0,1.0,4.0,1.0,1.0,0.0,Valines (80210),/management/ville/valines/ville-80775
222.0,113.0,90.0,133.0,179.0,1.0,0.0,0.0,1.0,1.0,0.0,Fromental (87250),/management/ville/fromental/ville-87068
730.0,91.0,288.0,441.0,570.0,1.0,0.0,1.0,1.0,1.0,0.0,Chessy (69380),/management/ville/chessy/ville-69056
94.0,100.0,45.0,49.0,90.0,1.0,0.0,1.0,1.0,1.0,0.0,Conjux (73310),/management/ville/conjux/ville-73091
31.0,4.0,10.0,22.0,23.0,,,,,,,Ignaucourt (80800),/management/ville/ignaucourt/ville-80449
744.0,95.0,309.0,435.0,709.0,3.0,1.0,3.0,6.0,4.0,2.0,Herrlisheim-près-Colmar (68420),/management/ville/herrlisheim-pres-colmar/ville-68134
276.0,86.0,109.0,167.0,253.0,1.0,0.0,0.0,2.0,1.0,1.0,Saint-Igny-de-Roche (71170),/management/ville/saint-igny-de-roche/ville-71428
82.0,17.0,37.0,45.0,79.0,1.0,0.0,1.0,1.0,0.0,1.0,Villers-sous-Foucarmont (76340),/management/ville/villers-sous-foucarmont/ville-76744
3541.0,588.0,1590.0,1951.0,3043.0,18.0,0.0,19.0,20.0,0.0,20.0,Ormesson-sur-Marne (94490),/management/ville/ormesson-sur-marne/ville-94055
873.0,116.0,350.0,523.0,726.0,1.0,0.0,1.0,1.0,1.0,0.0,Laigné-en-Belin (72220),/management/ville/laigne-en-belin/ville-72155
239.0,86.0,103.0,136.0,203.0,,,,,,,Méry-sur-Marne (77730),/management/ville/mery-sur-marne/ville-77290
58.0,11.0,17.0,41.0,56.0,,,,,,,Droisy (74270),/management/ville/droisy/ville-74107
44.0,50.0,27.0,17.0,41.0,,,,,,,Ouge (70500),/management/ville/ouge/ville-70400
47.0,15.0,22.0,25.0,41.0,,,,,,,Mesnil-Follemprise (76660),/management/ville/mesnil-follemprise/ville-76430
127.0,63.0,48.0,80.0,125.0,1.0,0.0,1.0,1.0,1.0,0.0,Puberg (67290),/management/ville/puberg/ville-67381
185.0,46.0,86.0,99.0,168.0,1.0,0.0,0.0,1.0,1.0,0.0,Callengeville (76270),/management/ville/callengeville/ville-76122
400.0,115.0,203.0,197.0,281.0,1.0,1.0,1.0,0.0,0.0,0.0,Buxeuil (37160),/management/ville/buxeuil/ville-86042
1165.0,228.0,525.0,640.0,976.0,2.0,0.0,6.0,2.0,2.0,0.0,Frontenay-Rohan-Rohan (79270),/management/ville/frontenay-rohan-rohan/ville-79130
38.0,27.0,21.0,18.0,29.0,,,,,,,Chevagny-sur-Guye (71220),/management/ville/chevagny-sur-guye/ville-71127
50.0,14.0,21.0,29.0,44.0,,,,,,,Bouhans-lès-Montbozon (70230),/management/ville/bouhans-les-montbozon/ville-70082
6250.0,1327.0,3602.0,2648.0,5626.0,2.0,0.0,2.0,2.0,1.0,1.0,Les Clayes-sous-Bois (78340),/management/ville/les-clayes-sous-bois/ville-78165
418.0,79.0,174.0,244.0,367.0,1.0,0.0,0.0,1.0,1.0,0.0,Antigny (85120),/management/ville/antigny/ville-85005
92.0,20.0,36.0,56.0,82.0,3.0,1.0,10.0,3.0,2.0,1.0,Faucompierre (88460),/management/ville/faucompierre/ville-88167
51.0,40.0,27.0,23.0,45.0,,,,,,,Saint-Beauzile (81140),/management/ville/saint-beauzile/ville-81243
10726.0,3700.0,7273.0,3454.0,8354.0,53.0,0.0,58.0,62.0,7.0,55.0,Athis-Mons (91200),/management/ville/athis-mons/ville-91027
70.0,8.0,30.0,40.0,57.0,1.0,0.0,1.0,1.0,1.0,0.0,Ubexy (88130),/management/ville/ubexy/ville-88480
119.0,52.0,58.0,61.0,109.0,1.0,0.0,1.0,1.0,1.0,0.0,Moulins-sur-Ouanne (89130),/management/ville/moulins-sur-ouanne/ville-89272
48.0,7.0,15.0,33.0,43.0,,,,,,,Bresle (80300),/management/ville/bresle/ville-80138
955.0,230.0,442.0,513.0,662.0,2.0,0.0,2.0,2.0,1.0,1.0,Belgentier (83210),/management/ville/belgentier/ville-83017
77.0,25.0,28.0,48.0,73.0,1.0,0.0,4.0,2.0,0.0,2.0,Varennes (80560),/management/ville/varennes/ville-80776
62.0,64.0,39.0,23.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,Gajoubert (87330),/management/ville/gajoubert/ville-87069
70.0,71.0,27.0,43.0,58.0,,,,,,,Corbel (73160),/management/ville/corbel/ville-73092
221.0,45.0,81.0,140.0,196.0,1.0,1.0,1.0,0.0,0.0,0.0,Chevinay (69210),/management/ville/chevinay/ville-69057
1116.0,194.0,498.0,618.0,1105.0,5.0,0.0,7.0,7.0,1.0,6.0,Hésingue (68220),/management/ville/hesingue/ville-68135
31.0,1022.0,27.0,4.0,14.0,,,,,,,Papaichton (97316),/management/ville/papaichton/ville-97362
40.0,10.0,19.0,21.0,28.0,1.0,0.0,0.0,1.0,0.0,1.0,Inval-Boiron (80430),/management/ville/inval-boiron/ville-80450
159.0,48.0,64.0,95.0,115.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Jean-de-Vaux (71640),/management/ville/saint-jean-de-vaux/ville-71430
73.0,23.0,32.0,41.0,66.0,1.0,0.0,0.0,1.0,1.0,0.0,Villy-sur-Yères (76260),/management/ville/villy-sur-yeres/ville-76745
378.0,94.0,145.0,233.0,306.0,2.0,2.0,2.0,1.0,0.0,1.0,Lamnay (72320),/management/ville/lamnay/ville-72156
942.0,122.0,394.0,547.0,854.0,2.0,0.0,1.0,3.0,0.0,3.0,Périgny (94520),/management/ville/perigny/ville-94056
54.0,28.0,25.0,29.0,51.0,1.0,0.0,1.0,1.0,1.0,0.0,Ovanches (70360),/management/ville/ovanches/ville-70401
289.0,88.0,163.0,126.0,242.0,3.0,0.0,1.0,3.0,1.0,2.0,Le Mesnil-Amelot (77990),/management/ville/le-mesnil-amelot/ville-77291
395.0,281.0,197.0,198.0,331.0,1.0,0.0,1.0,1.0,0.0,1.0,Duingt (74410),/management/ville/duingt/ville-74108
41.0,23.0,20.0,20.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,Le Mesnil-Lieubray (76780),/management/ville/le-mesnil-lieubray/ville-76431
346.0,26.0,99.0,246.0,313.0,1.0,0.0,0.0,1.0,1.0,0.0,Bosc-Guérard-Saint-Adrien (76710),/management/ville/bosc-guerard-saint-adrien/ville-76123
327.0,33.0,123.0,204.0,295.0,1.0,0.0,0.0,3.0,3.0,0.0,Quatzenheim (67117),/management/ville/quatzenheim/ville-67382
236.0,89.0,107.0,129.0,207.0,1.0,1.0,0.0,0.0,0.0,0.0,Ceaux-en-Loudun (86200),/management/ville/ceaux-en-loudun/ville-86044
140.0,44.0,80.0,60.0,126.0,1.0,1.0,1.0,0.0,0.0,0.0,Geay (79330),/management/ville/geay/ville-79131
45.0,33.0,24.0,21.0,43.0,,,,,,,Chiddes (71220),/management/ville/chiddes/ville-71128
173.0,59.0,77.0,95.0,166.0,1.0,0.0,1.0,1.0,1.0,0.0,Bouligney (70800),/management/ville/bouligney/ville-70083
1284.0,376.0,661.0,623.0,911.0,3.0,2.0,2.0,1.0,0.0,1.0,Coignières (78310),/management/ville/coignieres/ville-78168
697.0,638.0,305.0,392.0,590.0,1.0,0.0,0.0,2.0,0.0,2.0,Apremont (85220),/management/ville/apremont/ville-85006
211.0,173.0,92.0,119.0,210.0,1.0,0.0,1.0,1.0,1.0,0.0,Essert-Romand (74110),/management/ville/essert-romand/ville-74114
501.0,64.0,162.0,339.0,438.0,1.0,0.0,5.0,1.0,0.0,1.0,Moisenay (77950),/management/ville/moisenay/ville-77295
398.0,171.0,196.0,203.0,284.0,2.0,0.0,0.0,3.0,1.0,2.0,Lhomme (72340),/management/ville/lhomme/ville-72161
214.0,76.0,92.0,122.0,165.0,,,,,,,Bosville (76450),/management/ville/bosville/ville-76128
85.0,22.0,37.0,48.0,84.0,1.0,0.0,1.0,2.0,1.0,1.0,Rauwiller (67320),/management/ville/rauwiller/ville-67386
373.0,51.0,82.0,290.0,329.0,1.0,0.0,1.0,1.0,1.0,0.0,Chabournay (86380),/management/ville/chabournay/ville-86048
92.0,39.0,38.0,54.0,82.0,,,,,,,Fiménil (88600),/management/ville/fimenil/ville-88172
384.0,159.0,186.0,199.0,367.0,2.0,1.0,1.0,1.0,1.0,0.0,Gourgé (79200),/management/ville/gourge/ville-79135
280.0,27.0,100.0,180.0,251.0,2.0,1.0,1.0,1.0,1.0,0.0,Le Mesnil-Réaume (76260),/management/ville/le-mesnil-reaume/ville-76435
943.0,295.0,446.0,498.0,702.0,1.0,1.0,2.0,1.0,1.0,0.0,Ciry-le-Noble (71420),/management/ville/ciry-le-noble/ville-71132
1595.0,224.0,706.0,890.0,1498.0,2.0,0.0,3.0,3.0,3.0,0.0,Ballainvilliers (91160),/management/ville/ballainvilliers/ville-91044
329.0,43.0,111.0,218.0,293.0,1.0,0.0,0.0,2.0,1.0,1.0,Saint-Gauzens (81390),/management/ville/saint-gauzens/ville-81248
153.0,34.0,41.0,112.0,136.0,1.0,0.0,0.0,1.0,1.0,0.0,Cravent (78270),/management/ville/cravent/ville-78188
56.0,17.0,28.0,28.0,51.0,,,,,,,La Vacheresse-et-la-Rouillie (88140),/management/ville/la-vacheresse-et-la-rouillie/ville-88485
51.0,22.0,19.0,32.0,53.0,1.0,0.0,0.0,1.0,1.0,0.0,Bourguignon-lès-Conflans (70800),/management/ville/bourguignon-les-conflans/ville-70087
789.0,2458.0,493.0,296.0,686.0,1.0,0.0,1.0,1.0,1.0,0.0,Barbâtre (85630),/management/ville/barbatre/ville-85011
212.0,44.0,72.0,140.0,170.0,,,,,,,Noé (89320),/management/ville/noe/ville-89278
36.0,9.0,15.0,21.0,31.0,2.0,0.0,0.0,5.0,3.0,2.0,Brocourt (80430),/management/ville/brocourt/ville-80143
334.0,787.0,155.0,179.0,308.0,1.0,0.0,2.0,1.0,1.0,0.0,Les Déserts (73230),/management/ville/les-deserts/ville-73098
12.0,21.0,7.0,5.0,12.0,,,,,,,Brenon (83840),/management/ville/brenon/ville-83022
110.0,89.0,57.0,53.0,93.0,1.0,0.0,0.0,1.0,1.0,0.0,Les Grands-Chézeaux (87160),/management/ville/les-grands-chezeaux/ville-87074
104.0,22.0,44.0,60.0,99.0,1.0,0.0,1.0,1.0,1.0,0.0,Vauvillers (80131),/management/ville/vauvillers/ville-80781
295.0,32.0,124.0,171.0,252.0,1.0,0.0,1.0,1.0,1.0,0.0,Coise (69590),/management/ville/coise/ville-69062
464.0,45.0,135.0,329.0,430.0,1.0,0.0,1.0,1.0,0.0,1.0,Hirtzfelden (68740),/management/ville/hirtzfelden/ville-68140
3769.0,1597.0,2384.0,1385.0,3884.0,15.0,1.0,11.0,21.0,5.0,16.0,Petite-Île (97429),/management/ville/petite-ile/ville-97405
199.0,72.0,77.0,122.0,165.0,1.0,0.0,3.0,1.0,1.0,0.0,Lafresguimont-Saint-Martin (80430),/management/ville/lafresguimont-saint-martin/ville-80456
6018.0,5688.0,4800.0,1218.0,4093.0,44.0,0.0,44.0,45.0,4.0,41.0,Saint-Mandé (94160),/management/ville/saint-mande/ville-94067
393.0,76.0,173.0,219.0,326.0,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Laurent-d'Andenay (71210),/management/ville/saint-laurent-d-andenay/ville-71436
43.0,46.0,24.0,18.0,35.0,,,,,,,Percey-le-Grand (70600),/management/ville/percey-le-grand/ville-70406
431.0,75.0,232.0,199.0,342.0,1.0,0.0,0.0,3.0,0.0,3.0,Yainville (76480),/management/ville/yainville/ville-76750
194.0,31.0,75.0,119.0,167.0,1.0,0.0,0.0,1.0,1.0,0.0,Ligron (72270),/management/ville/ligron/ville-72163
759.0,84.0,235.0,524.0,729.0,2.0,0.0,1.0,2.0,2.0,0.0,Etaux (74800),/management/ville/etaux/ville-74116
5430.0,1341.0,3110.0,2320.0,4757.0,10.0,1.0,8.0,11.0,1.0,10.0,Moissy-Cramayel (77550),/management/ville/moissy-cramayel/ville-77296
120.0,37.0,47.0,73.0,111.0,,,,,,,Reichsfeld (67140),/management/ville/reichsfeld/ville-67387
73.0,20.0,28.0,44.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,Boudeville (76560),/management/ville/boudeville/ville-76129
226.0,57.0,97.0,129.0,195.0,1.0,0.0,1.0,1.0,1.0,0.0,Chalais (86200),/management/ville/chalais/ville-86049
260.0,47.0,113.0,148.0,223.0,1.0,0.0,1.0,1.0,0.0,1.0,Le Mesnil-sous-Jumièges (76480),/management/ville/le-mesnil-sous-jumieges/ville-76436
178.0,31.0,63.0,115.0,162.0,3.0,1.0,3.0,3.0,1.0,2.0,Florémont (88130),/management/ville/floremont/ville-88173
723.0,412.0,513.0,209.0,550.0,4.0,0.0,4.0,5.0,2.0,3.0,La Clayette (71800),/management/ville/la-clayette/ville-71133
342.0,70.0,129.0,213.0,306.0,1.0,0.0,1.0,1.0,1.0,0.0,Sainte-Gemme (81190),/management/ville/sainte-gemme/ville-81249
356.0,198.0,164.0,192.0,251.0,2.0,0.0,0.0,2.0,1.0,1.0,Alloinay (79110),/management/ville/alloinay/ville-79136
2798.0,574.0,1435.0,1362.0,2338.0,1.0,0.0,2.0,1.0,1.0,0.0,Ballancourt-sur-Essonne (91610),/management/ville/ballancourt-sur-essonne/ville-91045
598.0,92.0,194.0,404.0,496.0,4.0,2.0,1.0,6.0,1.0,5.0,Crespières (78121),/management/ville/crespieres/ville-78189
1657.0,477.0,961.0,696.0,1536.0,1.0,0.0,1.0,1.0,0.0,1.0,Vagney (88120),/management/ville/vagney/ville-88486
49.0,13.0,22.0,27.0,45.0,1.0,1.0,2.0,0.0,0.0,0.0,Bourguignon-lès-la-Charité (70190),/management/ville/bourguignon-les-la-charite/ville-70088
993.0,1764.0,560.0,433.0,930.0,2.0,1.0,1.0,1.0,1.0,0.0,La Barre-de-Monts (85550),/management/ville/la-barre-de-monts/ville-85012
209.0,51.0,96.0,113.0,200.0,1.0,0.0,0.0,1.0,0.0,1.0,Brouchy (80400),/management/ville/brouchy/ville-80144
235.0,258.0,156.0,79.0,162.0,1.0,0.0,1.0,1.0,0.0,1.0,Noyers (89310),/management/ville/noyers/ville-89279
151.0,43.0,45.0,106.0,142.0,1.0,0.0,1.0,1.0,1.0,0.0,Détrier (73110),/management/ville/detrier/ville-73099
3270.0,679.0,1701.0,1569.0,2852.0,6.0,0.0,6.0,6.0,2.0,4.0,Isle (87170),/management/ville/isle/ville-87075
157.0,20.0,60.0,97.0,139.0,1.0,0.0,1.0,1.0,1.0,0.0,Vaux-en-Amiénois (80260),/management/ville/vaux-en-amienois/ville-80782
6108.0,2773.0,3650.0,2459.0,4839.0,16.0,4.0,17.0,22.0,16.0,6.0,Brignoles (83170),/management/ville/brignoles/ville-83023
1613.0,310.0,718.0,896.0,1395.0,5.0,0.0,3.0,7.0,5.0,2.0,Collonges-au-Mont-d'Or (69660),/management/ville/collonges-au-mont-d-or/ville-69063
820.0,131.0,299.0,521.0,798.0,1.0,1.0,1.0,0.0,0.0,0.0,Hochstatt (68720),/management/ville/hochstatt/ville-68141
169.0,10.0,49.0,120.0,152.0,1.0,0.0,0.0,1.0,1.0,0.0,Lahoussoye (80800),/management/ville/lahoussoye/ville-80458
1874.0,1476.0,1221.0,653.0,1842.0,2.0,0.0,2.0,2.0,2.0,0.0,La Plaine-des-Palmistes (97431),/management/ville/la-plaine-des-palmistes/ville-97406
26255.0,11124.0,18119.0,8136.0,20787.0,130.0,1.0,134.0,145.0,8.0,137.0,Saint-Maur-des-Fossés (94100),/management/ville/saint-maur-des-fosses/ville-94068
465.0,118.0,235.0,229.0,348.0,1.0,0.0,0.0,3.0,2.0,1.0,Yébleron (76640),/management/ville/yebleron/ville-76751
137.0,66.0,58.0,79.0,115.0,,,,,,,Saint-Laurent-en-Brionnais (71800),/management/ville/saint-laurent-en-brionnais/ville-71437
113.0,8.0,51.0,61.0,99.0,1.0,0.0,1.0,1.0,1.0,0.0,Perrouse (70190),/management/ville/perrouse/ville-70407
24.0,15.0,10.0,14.0,22.0,,,,,,,Livet-en-Saosnois (72610),/management/ville/livet-en-saosnois/ville-72164
133.0,43.0,37.0,96.0,113.0,1.0,0.0,1.0,1.0,1.0,0.0,Mondreville (77570),/management/ville/mondreville/ville-77297
290.0,23.0,73.0,217.0,275.0,1.0,0.0,2.0,1.0,1.0,0.0,Étercy (74150),/management/ville/etercy/ville-74117
1957.0,523.0,918.0,1039.0,1814.0,2.0,0.0,2.0,2.0,1.0,1.0,Reichshoffen (67110),/management/ville/reichshoffen/ville-67388
102.0,19.0,42.0,59.0,87.0,2.0,0.0,0.0,2.0,1.0,1.0,Bouelles (76270),/management/ville/bouelles/ville-76130
327.0,62.0,147.0,180.0,259.0,3.0,1.0,1.0,2.0,2.0,0.0,Chalandray (86190),/management/ville/chalandray/ville-86050
204.0,47.0,80.0,124.0,188.0,1.0,0.0,1.0,1.0,1.0,0.0,Meulers (76510),/management/ville/meulers/ville-76437
58.0,6.0,26.0,32.0,48.0,,,,,,,Fomerey (88390),/management/ville/fomerey/ville-88174
252.0,129.0,92.0,160.0,199.0,1.0,0.0,0.0,1.0,0.0,1.0,Navour-sur-Grosne (71520),/management/ville/navour-sur-grosne/ville-71134
104.0,39.0,26.0,78.0,85.0,1.0,0.0,0.0,2.0,0.0,2.0,Saint-Genest-de-Contest (81440),/management/ville/saint-genest-de-contest/ville-81250
356.0,50.0,113.0,243.0,317.0,1.0,0.0,2.0,1.0,1.0,0.0,Granzay-Gript (79360),/management/ville/granzay-gript/ville-79137
3484.0,876.0,1972.0,1512.0,3067.0,1.0,0.0,1.0,1.0,0.0,1.0,Croissy-sur-Seine (78290),/management/ville/croissy-sur-seine/ville-78190
1625.0,755.0,955.0,671.0,1366.0,3.0,0.0,2.0,4.0,3.0,1.0,Le Val-d'Ajol (88340),/management/ville/le-val-d-ajol/ville-88487
520.0,73.0,213.0,307.0,465.0,1.0,0.0,0.0,2.0,2.0,0.0,Bazoges-en-Paillers (85130),/management/ville/bazoges-en-paillers/ville-85013
507.0,110.0,227.0,279.0,471.0,4.0,0.0,8.0,4.0,2.0,2.0,Baulne (91590),/management/ville/baulne/ville-91047
25.0,34.0,17.0,9.0,21.0,,,,,,,Bourguignon-lès-Morey (70120),/management/ville/bourguignon-les-morey/ville-70089
160.0,93.0,80.0,80.0,119.0,1.0,0.0,1.0,1.0,1.0,0.0,Nuits (89390),/management/ville/nuits/ville-89280
51.0,12.0,18.0,33.0,47.0,1.0,0.0,1.0,1.0,1.0,0.0,Brucamps (80690),/management/ville/brucamps/ville-80145
739.0,160.0,299.0,440.0,653.0,3.0,0.0,1.0,9.0,3.0,6.0,Domessin (73330),/management/ville/domessin/ville-73100
100.0,100.0,44.0,56.0,68.0,,,,,,,Jabreilles-les-Bordes (87370),/management/ville/jabreilles-les-bordes/ville-87076
35.0,6.0,14.0,21.0,34.0,1.0,0.0,4.0,1.0,1.0,0.0,Vaux-Marquenneville (80140),/management/ville/vaux-marquenneville/ville-80783
551.0,213.0,249.0,302.0,427.0,2.0,0.0,0.0,2.0,0.0,2.0,Brue-Auriac (83119),/management/ville/brue-auriac/ville-83025
1513.0,494.0,861.0,652.0,1166.0,3.0,0.0,3.0,4.0,0.0,4.0,Condrieu (69420),/management/ville/condrieu/ville-69064
153.0,127.0,73.0,80.0,153.0,1.0,0.0,1.0,1.0,0.0,1.0,Hohrod (68140),/management/ville/hohrod/ville-68142
6986.0,5833.0,5275.0,1711.0,5619.0,96.0,3.0,104.0,122.0,20.0,102.0,Le Port (97420),/management/ville/le-port/ville-97407
41.0,11.0,12.0,29.0,36.0,1.0,1.0,0.0,1.0,0.0,1.0,Laleu (80270),/management/ville/laleu/ville-80459
4483.0,2671.0,3460.0,1023.0,4084.0,61.0,1.0,80.0,74.0,6.0,68.0,Saint-Maurice (94410),/management/ville/saint-maurice/ville-94069
205.0,122.0,84.0,121.0,185.0,2.0,0.0,0.0,2.0,1.0,1.0,Saint-Léger-du-Bois (71360),/management/ville/saint-leger-du-bois/ville-71438
952.0,255.0,536.0,416.0,809.0,1.0,0.0,1.0,1.0,1.0,0.0,Yerville (76760),/management/ville/yerville/ville-76752
441.0,222.0,244.0,197.0,340.0,1.0,0.0,7.0,1.0,1.0,0.0,Pesmes (70140),/management/ville/pesmes/ville-70408
949.0,387.0,567.0,382.0,886.0,22.0,0.0,25.0,23.0,2.0,21.0,Étrembières (74100),/management/ville/etrembieres/ville-74118
1764.0,305.0,907.0,857.0,1647.0,4.0,0.0,3.0,6.0,0.0,6.0,Reichstett (67116),/management/ville/reichstett/ville-67389
756.0,116.0,277.0,479.0,654.0,1.0,0.0,2.0,2.0,0.0,2.0,Lombron (72450),/management/ville/lombron/ville-72165
188.0,35.0,66.0,122.0,151.0,,,,,,,Mons-en-Montois (77520),/management/ville/mons-en-montois/ville-77298
341.0,78.0,193.0,148.0,275.0,1.0,0.0,0.0,2.0,0.0,2.0,La Bouille (76530),/management/ville/la-bouille/ville-76131
86.0,51.0,40.0,45.0,71.0,,,,,,,Champagné-le-Sec (86510),/management/ville/champagne-le-sec/ville-86051
97.0,28.0,38.0,59.0,80.0,1.0,0.0,0.0,1.0,1.0,0.0,Millebosc (76260),/management/ville/millebosc/ville-76438
183.0,31.0,78.0,105.0,166.0,1.0,1.0,0.0,0.0,0.0,0.0,Fontenay (88600),/management/ville/fontenay/ville-88175
333.0,58.0,116.0,217.0,287.0,1.0,0.0,1.0,1.0,1.0,0.0,Clessé (71260),/management/ville/clesse/ville-71135
338.0,43.0,121.0,217.0,291.0,1.0,0.0,2.0,2.0,0.0,2.0,Saint-Germain-des-Prés (81700),/management/ville/saint-germain-des-pres/ville-81251
26.0,6.0,14.0,12.0,23.0,1.0,0.0,0.0,4.0,3.0,1.0,Les Groseillers (79220),/management/ville/les-groseillers/ville-79139
454.0,62.0,158.0,296.0,379.0,2.0,0.0,0.0,2.0,2.0,0.0,Dammartin-en-Serve (78111),/management/ville/dammartin-en-serve/ville-78192
99.0,35.0,45.0,53.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0,Valfroicourt (88270),/management/ville/valfroicourt/ville-88488
459.0,164.0,209.0,250.0,390.0,1.0,0.0,0.0,2.0,1.0,1.0,Bazoges-en-Pareds (85390),/management/ville/bazoges-en-pareds/ville-85014
24.0,8.0,10.0,14.0,19.0,,,,,,,Boursières (70000),/management/ville/boursieres/ville-70090
1705.0,305.0,832.0,872.0,1491.0,31.0,1.0,28.0,42.0,2.0,40.0,Bièvres (91570),/management/ville/bievres/ville-91064
141.0,58.0,69.0,72.0,103.0,1.0,0.0,1.0,1.0,1.0,0.0,Les Ormes (89110),/management/ville/les-ormes/ville-89281
81.0,33.0,34.0,47.0,66.0,1.0,0.0,0.0,3.0,1.0,2.0,Brutelles (80230),/management/ville/brutelles/ville-80146
341.0,143.0,131.0,209.0,289.0,1.0,1.0,0.0,3.0,1.0,2.0,Parly (89240),/management/ville/parly/ville-89286
85.0,15.0,33.0,52.0,79.0,1.0,0.0,0.0,1.0,0.0,1.0,Languevoisin-Quiquery (80190),/management/ville/languevoisin-quiquery/ville-80465
9586.0,5181.0,6059.0,3527.0,9054.0,17.0,4.0,10.0,22.0,12.0,10.0,Saint-Leu (97416),/management/ville/saint-leu/ville-97413
461.0,36.0,178.0,283.0,395.0,2.0,0.0,2.0,2.0,1.0,1.0,Saint-Loup-de-Varennes (71240),/management/ville/saint-loup-de-varennes/ville-71444
14285.0,11786.0,11565.0,2721.0,11817.0,102.0,0.0,101.0,115.0,14.0,101.0,Villejuif (94800),/management/ville/villejuif/ville-94076
386.0,205.0,199.0,187.0,324.0,1.0,0.0,1.0,1.0,1.0,0.0,Plancher-les-Mines (70290),/management/ville/plancher-les-mines/ville-70414
4554.0,1816.0,3187.0,1367.0,3941.0,3.0,1.0,4.0,2.0,0.0,2.0,Yvetot (76190),/management/ville/yvetot/ville-76758
5536.0,2941.0,4108.0,1428.0,2991.0,8.0,0.0,5.0,14.0,8.0,6.0,Montereau-Fault-Yonne (77130),/management/ville/montereau-fault-yonne/ville-77305
1018.0,178.0,448.0,570.0,885.0,5.0,0.0,3.0,5.0,4.0,1.0,Rhinau (67860),/management/ville/rhinau/ville-67397
325.0,72.0,90.0,235.0,315.0,1.0,0.0,1.0,1.0,0.0,1.0,Fessy (74890),/management/ville/fessy/ville-74126
52.0,23.0,27.0,25.0,38.0,,,,,,,Louzes (72600),/management/ville/louzes/ville-72171
121.0,22.0,50.0,71.0,117.0,2.0,0.0,6.0,4.0,1.0,3.0,Bracquetuit (76850),/management/ville/bracquetuit/ville-76138
218.0,27.0,78.0,140.0,179.0,1.0,0.0,1.0,1.0,1.0,0.0,Montérolier (76680),/management/ville/monterolier/ville-76445
213.0,73.0,111.0,102.0,194.0,1.0,0.0,0.0,1.0,1.0,0.0,Chapelle-Viviers (86300),/management/ville/chapelle-viviers/ville-86059
9345.0,2006.0,5428.0,3916.0,8265.0,5.0,0.0,5.0,5.0,1.0,4.0,Élancourt (78990),/management/ville/elancourt/ville-78208
1567.0,304.0,650.0,916.0,1334.0,3.0,0.0,1.0,3.0,2.0,1.0,Benet (85490),/management/ville/benet/ville-85020
87.0,77.0,42.0,45.0,66.0,1.0,0.0,2.0,2.0,1.0,1.0,La Comelle (71990),/management/ville/la-comelle/ville-71142
290.0,127.0,158.0,132.0,284.0,1.0,0.0,0.0,4.0,1.0,3.0,Largeasse (79240),/management/ville/largeasse/ville-79147
3002.0,662.0,1738.0,1263.0,2340.0,2.0,0.0,1.0,2.0,0.0,2.0,Saint-Juéry (81160),/management/ville/saint-juery/ville-81257
