total de voitures,Ménages sans voiture,Ménages avec une voiture,Ménages avec deux voitures ou plus,Ménages avec place(s) de stationnement,Nombre total d'accidents,Nombre de personnes tuées,Nombre de personnes indemnes,Nombre de personnes blessées, - dont blessés graves, - dont blessés légers,ville,lien
43.0,34.0,19.0,24.0,41.0,,,,,,,Alleyrat (19200),/management/ville/alleyrat/ville-19006
247.0,95.0,138.0,108.0,177.0,1.0,0.0,0.0,2.0,2.0,0.0,Myennes (58440),/management/ville/myennes/ville-58187
626.0,290.0,302.0,324.0,544.0,2.0,0.0,0.0,2.0,2.0,0.0,Varennes-Changy (45290),/management/ville/varennes-changy/ville-45332
1100.0,473.0,593.0,507.0,917.0,1.0,0.0,0.0,3.0,1.0,2.0,La Roche-Jaudy (22450),/management/ville/la-roche-jaudy/ville-22264
17.0,4.0,12.0,5.0,13.0,,,,,,,Obreck (57170),/management/ville/obreck/ville-57520
76.0,37.0,38.0,38.0,44.0,,,,,,,Camarade (09290),/management/ville/camarade/ville-09073
288.0,88.0,146.0,142.0,193.0,1.0,1.0,2.0,1.0,1.0,0.0,Badens (11800),/management/ville/badens/ville-11023
761.0,128.0,355.0,406.0,707.0,3.0,1.0,1.0,3.0,1.0,2.0,Augny (57685),/management/ville/augny/ville-57039
117.0,32.0,48.0,68.0,103.0,1.0,0.0,2.0,1.0,1.0,0.0,Montreuil-sur-Lozon (50570),/management/ville/montreuil-sur-lozon/ville-50352
435.0,105.0,177.0,258.0,380.0,2.0,0.0,1.0,2.0,1.0,1.0,Saint-Sorlin-en-Bugey (01150),/management/ville/saint-sorlin-en-bugey/ville-01386
28.0,5.0,19.0,9.0,25.0,,,,,,,Vellerot-lès-Vercel (25530),/management/ville/vellerot-les-vercel/ville-25596
247.0,43.0,90.0,157.0,222.0,1.0,0.0,1.0,5.0,2.0,3.0,Saint-Ondras (38490),/management/ville/saint-ondras/ville-38434
104.0,42.0,41.0,63.0,94.0,,,,,,,Montauriol (66300),/management/ville/montauriol/ville-66112
74.0,50.0,35.0,39.0,58.0,1.0,0.0,2.0,1.0,1.0,0.0,Tigny-Noyelle (62180),/management/ville/tigny-noyelle/ville-62815
3914.0,1597.0,2436.0,1478.0,3009.0,5.0,0.0,4.0,5.0,3.0,2.0,Somain (59490),/management/ville/somain/ville-59574
792.0,374.0,431.0,361.0,664.0,1.0,0.0,0.0,1.0,1.0,0.0,Rignac (12390),/management/ville/rignac/ville-12199
152.0,52.0,71.0,81.0,151.0,,,,,,,Sérénac (81350),/management/ville/serenac/ville-81285
176.0,84.0,73.0,103.0,161.0,1.0,0.0,1.0,1.0,0.0,1.0,Courcy-aux-Loges (45300),/management/ville/courcy-aux-loges/ville-45111
908.0,329.0,554.0,354.0,705.0,2.0,0.0,3.0,2.0,1.0,1.0,Marpent (59164),/management/ville/marpent/ville-59385
644.0,98.0,225.0,420.0,574.0,1.0,0.0,0.0,4.0,1.0,3.0,Ahuillé (53940),/management/ville/ahuille/ville-53001
0.0,0.0,0.0,0.0,0.0,,,,,,,Bezonvaux (55100),/management/ville/bezonvaux/ville-55050
319.0,28.0,87.0,231.0,298.0,1.0,0.0,0.0,1.0,1.0,0.0,Goyrans (31120),/management/ville/goyrans/ville-31227
80.0,471.0,51.0,29.0,34.0,1.0,0.0,0.0,1.0,1.0,0.0,Dourbies (30750),/management/ville/dourbies/ville-30105
197.0,40.0,73.0,124.0,182.0,1.0,1.0,0.0,0.0,0.0,0.0,Le Fieu (33230),/management/ville/le-fieu/ville-33166
39.0,10.0,18.0,20.0,35.0,1.0,0.0,1.0,1.0,0.0,1.0,Lezey (57630),/management/ville/lezey/ville-57399
46.0,64.0,28.0,18.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,Lastic (63760),/management/ville/lastic/ville-63191
84.0,107.0,42.0,41.0,49.0,1.0,0.0,0.0,3.0,1.0,2.0,Embres-et-Castelmaure (11360),/management/ville/embres-et-castelmaure/ville-11125
92.0,16.0,43.0,49.0,83.0,1.0,0.0,0.0,2.0,2.0,0.0,Villers-lès-Cagnicourt (62182),/management/ville/villers-les-cagnicourt/ville-62858
106.0,28.0,52.0,54.0,103.0,,,,,,,Ailleville (10200),/management/ville/ailleville/ville-10002
75.0,14.0,21.0,54.0,62.0,,,,,,,La Chapelle-Forainvilliers (28500),/management/ville/la-chapelle-forainvilliers/ville-28076
526.0,66.0,217.0,309.0,504.0,1.0,0.0,2.0,1.0,0.0,1.0,Otterswiller (67700),/management/ville/otterswiller/ville-67367
99.0,151.0,52.0,48.0,63.0,,,,,,,Saint-Gervais-sous-Meymont (63880),/management/ville/saint-gervais-sous-meymont/ville-63355
822.0,81.0,331.0,491.0,788.0,1.0,1.0,0.0,1.0,1.0,0.0,Pirey (25480),/management/ville/pirey/ville-25454
367.0,62.0,156.0,211.0,336.0,1.0,0.0,2.0,5.0,0.0,5.0,Saveuse (80470),/management/ville/saveuse/ville-80730
216.0,107.0,75.0,141.0,201.0,,,,,,,Prats-de-Carlux (24370),/management/ville/prats-de-carlux/ville-24336
87.0,13.0,28.0,59.0,77.0,1.0,0.0,0.0,1.0,1.0,0.0,Boissy-en-Drouais (28500),/management/ville/boissy-en-drouais/ville-28045
60.0,38.0,24.0,36.0,64.0,1.0,0.0,0.0,1.0,1.0,0.0,Fribourg (57810),/management/ville/fribourg/ville-57241
105.0,94.0,58.0,47.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Péreuse (58110),/management/ville/saint-pereuse/ville-58262
171.0,86.0,63.0,108.0,149.0,1.0,0.0,0.0,1.0,1.0,0.0,Vernines (63210),/management/ville/vernines/ville-63451
1233.0,505.0,558.0,675.0,930.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Didier-en-Velay (43140),/management/ville/saint-didier-en-velay/ville-43177
73.0,20.0,20.0,53.0,65.0,,,,,,,Chambornay-lès-Bellevaux (70190),/management/ville/chambornay-les-bellevaux/ville-70118
68.0,9.0,29.0,40.0,56.0,2.0,0.0,4.0,4.0,3.0,1.0,Châtenoy (77167),/management/ville/chatenoy/ville-77102
206.0,80.0,92.0,114.0,184.0,,,,,,,Insming (57670),/management/ville/insming/ville-57346
192.0,106.0,80.0,111.0,160.0,,,,,,,Cestayrols (81150),/management/ville/cestayrols/ville-81067
264.0,103.0,121.0,143.0,201.0,1.0,1.0,0.0,2.0,0.0,2.0,Parçay-sur-Vienne (37220),/management/ville/parcay-sur-vienne/ville-37180
1665.0,242.0,604.0,1061.0,1455.0,3.0,1.0,0.0,4.0,2.0,2.0,Ytrac (15000),/management/ville/ytrac/ville-15267
157.0,90.0,85.0,71.0,146.0,1.0,0.0,0.0,1.0,1.0,0.0,Neuville-sur-Seine (10250),/management/ville/neuville-sur-seine/ville-10262
81.0,237.0,58.0,23.0,48.0,1.0,1.0,1.0,0.0,0.0,0.0,Rennes-les-Bains (11190),/management/ville/rennes-les-bains/ville-11310
2968.0,676.0,1517.0,1451.0,2554.0,2.0,0.0,3.0,3.0,1.0,2.0,Le Soler (66270),/management/ville/le-soler/ville-66195
1799.0,862.0,1118.0,682.0,1151.0,1.0,0.0,1.0,1.0,1.0,0.0,Sommières (30250),/management/ville/sommieres/ville-30321
631.0,260.0,305.0,326.0,472.0,2.0,0.0,0.0,4.0,2.0,2.0,Sion-les-Mines (44590),/management/ville/sion-les-mines/ville-44197
305.0,53.0,138.0,167.0,278.0,3.0,0.0,2.0,3.0,1.0,2.0,Chavignon (02000),/management/ville/chavignon/ville-02174
531.0,172.0,263.0,268.0,460.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Aubert (59188),/management/ville/saint-aubert/ville-59528
89.0,21.0,37.0,52.0,60.0,,,,,,,Nouvron-Vingré (02290),/management/ville/nouvron-vingre/ville-02562
696.0,74.0,248.0,448.0,624.0,1.0,0.0,3.0,1.0,1.0,0.0,Fors (79230),/management/ville/fors/ville-79125
2011.0,878.0,1065.0,946.0,1707.0,1.0,0.0,1.0,2.0,2.0,0.0,Guémené-Penfao (44290),/management/ville/guemene-penfao/ville-44067
128.0,38.0,53.0,75.0,101.0,2.0,0.0,1.0,2.0,0.0,2.0,Larroque (31580),/management/ville/larroque/ville-31276
173.0,41.0,64.0,109.0,142.0,1.0,0.0,3.0,1.0,0.0,1.0,Viricelles (42140),/management/ville/viricelles/ville-42335
2476.0,740.0,1273.0,1204.0,2196.0,3.0,2.0,4.0,4.0,4.0,0.0,Plonéour-Lanvern (29720),/management/ville/ploneour-lanvern/ville-29174
50.0,16.0,26.0,25.0,43.0,,,,,,,Blancfossé (60120),/management/ville/blancfosse/ville-60075
138.0,99.0,54.0,84.0,103.0,1.0,1.0,0.0,0.0,0.0,0.0,Mazeyrolles (24550),/management/ville/mazeyrolles/ville-24263
913.0,124.0,373.0,540.0,800.0,2.0,1.0,0.0,4.0,1.0,3.0,Nohanent (63830),/management/ville/nohanent/ville-63254
50.0,47.0,26.0,25.0,42.0,1.0,0.0,4.0,1.0,1.0,0.0,Saint-Gilles (36170),/management/ville/saint-gilles/ville-36196
115.0,18.0,51.0,64.0,102.0,1.0,0.0,0.0,1.0,1.0,0.0,Preux-au-Sart (59144),/management/ville/preux-au-sart/ville-59473
412.0,542.0,284.0,128.0,260.0,2.0,1.0,1.0,1.0,1.0,0.0,Annot (04240),/management/ville/annot/ville-04008
212.0,75.0,112.0,100.0,160.0,1.0,0.0,0.0,1.0,1.0,0.0,Lucquy (08300),/management/ville/lucquy/ville-08262
782.0,295.0,348.0,434.0,627.0,1.0,0.0,1.0,4.0,1.0,3.0,Peri (20167),/management/ville/peri/ville-2A209
78.0,21.0,32.0,46.0,56.0,1.0,0.0,0.0,1.0,1.0,0.0,Saint-Cibard (33570),/management/ville/saint-cibard/ville-33386
285.0,213.0,144.0,141.0,230.0,1.0,0.0,0.0,2.0,1.0,1.0,Saint-Julien-de-Lampon (24370),/management/ville/saint-julien-de-lampon/ville-24432
28.0,9.0,11.0,18.0,24.0,1.0,0.0,0.0,2.0,2.0,0.0,Léouville (45480),/management/ville/leouville/ville-45181
268.0,53.0,92.0,176.0,211.0,1.0,0.0,5.0,2.0,0.0,2.0,Sainte-Marie-sur-Ouche (21410),/management/ville/sainte-marie-sur-ouche/ville-21559
140.0,41.0,52.0,88.0,120.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Germain-d'Anxure (53240),/management/ville/saint-germain-d-anxure/ville-53222
84.0,13.0,36.0,48.0,81.0,1.0,0.0,0.0,1.0,1.0,0.0,Marigny (03210),/management/ville/marigny/ville-03162
1022.0,2914.0,560.0,462.0,937.0,1.0,0.0,1.0,1.0,1.0,0.0,Piriac-sur-Mer (44420),/management/ville/piriac-sur-mer/ville-44125
203.0,43.0,104.0,99.0,166.0,,,,,,,Malincourt (59127),/management/ville/malincourt/ville-59372
97.0,32.0,49.0,48.0,62.0,,,,,,,Taurignan-Vieux (09190),/management/ville/taurignan-vieux/ville-09308
154.0,101.0,72.0,82.0,130.0,1.0,0.0,1.0,1.0,1.0,0.0,Molières (24480),/management/ville/molieres/ville-24273
682.0,97.0,262.0,420.0,618.0,1.0,0.0,1.0,1.0,1.0,0.0,Domalain (35680),/management/ville/domalain/ville-35097
124.0,44.0,55.0,69.0,107.0,1.0,0.0,5.0,1.0,1.0,0.0,Balloy (77118),/management/ville/balloy/ville-77019
17.0,10.0,4.0,13.0,16.0,,,,,,,Hachan (65230),/management/ville/hachan/ville-65214
207.0,55.0,70.0,137.0,188.0,1.0,0.0,0.0,2.0,2.0,0.0,Brinay (18120),/management/ville/brinay/ville-18036
82.0,22.0,39.0,44.0,73.0,1.0,0.0,0.0,2.0,1.0,1.0,Taillant (17350),/management/ville/taillant/ville-17435
54.0,10.0,23.0,30.0,50.0,,,,,,,Scrupt (51340),/management/ville/scrupt/ville-51528
196.0,15.0,63.0,133.0,188.0,,,,,,,Laubressel (10270),/management/ville/laubressel/ville-10190
575.0,63.0,257.0,318.0,523.0,1.0,1.0,1.0,0.0,0.0,0.0,Saint-Senier-sous-Avranches (50300),/management/ville/saint-senier-sous-avranches/ville-50554
498.0,101.0,183.0,315.0,439.0,2.0,0.0,2.0,3.0,2.0,1.0,Saint-Alexandre (30130),/management/ville/saint-alexandre/ville-30226
26.0,7.0,11.0,15.0,21.0,,,,,,,Taybosc (32120),/management/ville/taybosc/ville-32441
619.0,91.0,231.0,388.0,570.0,1.0,0.0,3.0,4.0,0.0,4.0,Sainte-Colombe-en-Bruilhois (47310),/management/ville/sainte-colombe-en-bruilhois/ville-47238
538.0,730.0,281.0,257.0,349.0,1.0,0.0,1.0,3.0,1.0,2.0,Bargemon (83830),/management/ville/bargemon/ville-83011
152.0,103.0,91.0,61.0,136.0,1.0,0.0,0.0,2.0,2.0,0.0,Saint-Julien-Puy-Lavèze (63820),/management/ville/saint-julien-puy-laveze/ville-63370
74.0,41.0,34.0,40.0,58.0,1.0,0.0,1.0,1.0,1.0,0.0,Lacapelle-Cabanac (46700),/management/ville/lacapelle-cabanac/ville-46142
167.0,46.0,77.0,90.0,160.0,1.0,0.0,0.0,1.0,1.0,0.0,Arraute-Charritte (64120),/management/ville/arraute-charritte/ville-64051
834.0,161.0,386.0,448.0,769.0,1.0,0.0,1.0,1.0,1.0,0.0,Froideconche (70300),/management/ville/froideconche/ville-70258
25.0,18.0,15.0,11.0,21.0,1.0,0.0,1.0,2.0,2.0,0.0,Les Éduts (17510),/management/ville/les-eduts/ville-17149
54.0,28.0,32.0,22.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,Castex-d'Armagnac (32240),/management/ville/castex-d-armagnac/ville-32087
65.0,61.0,38.0,27.0,59.0,,,,,,,Brazey-en-Morvan (21430),/management/ville/brazey-en-morvan/ville-21102
120.0,70.0,54.0,66.0,96.0,,,,,,,Saint-Martin-Sepert (19210),/management/ville/saint-martin-sepert/ville-19223
345.0,67.0,147.0,197.0,281.0,1.0,0.0,0.0,3.0,3.0,0.0,Pact (38270),/management/ville/pact/ville-38290
56.0,11.0,17.0,39.0,39.0,1.0,0.0,0.0,1.0,1.0,0.0,Bessy (10170),/management/ville/bessy/ville-10043
22.0,15.0,6.0,16.0,19.0,,,,,,,Saint-Marcory (24540),/management/ville/saint-marcory/ville-24446
110.0,22.0,41.0,69.0,88.0,2.0,1.0,3.0,2.0,2.0,0.0,Frettemeule (80220),/management/ville/frettemeule/ville-80362
597.0,741.0,271.0,326.0,507.0,1.0,0.0,0.0,2.0,1.0,1.0,Vielle-Saint-Girons (40560),/management/ville/vielle-saint-girons/ville-40326
133.0,43.0,54.0,78.0,117.0,1.0,1.0,1.0,0.0,0.0,0.0,Maizières (70190),/management/ville/maizieres/ville-70325
109.0,109.0,52.0,57.0,87.0,1.0,0.0,1.0,1.0,1.0,0.0,Saint-Jean-de-Laur (46260),/management/ville/saint-jean-de-laur/ville-46270
123.0,30.0,65.0,58.0,109.0,1.0,0.0,1.0,1.0,1.0,0.0,Laires (62960),/management/ville/laires/ville-62485
41.0,8.0,14.0,28.0,38.0,,,,,,,Adaincourt (57580),/management/ville/adaincourt/ville-57007
25.0,30.0,16.0,9.0,22.0,,,,,,,Busseaut (21510),/management/ville/busseaut/ville-21117
512.0,133.0,253.0,258.0,419.0,1.0,0.0,1.0,1.0,1.0,0.0,Tricot (60420),/management/ville/tricot/ville-60643
54.0,100.0,25.0,30.0,45.0,1.0,0.0,3.0,1.0,0.0,1.0,Albiès (09310),/management/ville/albies/ville-09004
1456.0,212.0,722.0,734.0,1421.0,2.0,0.0,0.0,2.0,1.0,1.0,Holtzheim (67810),/management/ville/holtzheim/ville-67212
1281.0,295.0,496.0,785.0,1199.0,1.0,0.0,0.0,1.0,1.0,0.0,Le Tignet (06530),/management/ville/le-tignet/ville-06140
211.0,54.0,107.0,105.0,180.0,,,,,,,Issel (11400),/management/ville/issel/ville-11175
189.0,32.0,62.0,126.0,168.0,1.0,0.0,0.0,3.0,3.0,0.0,Puilacher (34230),/management/ville/puilacher/ville-34222
44.0,20.0,19.0,25.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0,Tissey (89700),/management/ville/tissey/ville-89417
396.0,164.0,180.0,215.0,305.0,1.0,0.0,1.0,1.0,0.0,1.0,Valherbasse (26350),/management/ville/valherbasse/ville-26210
282.0,117.0,149.0,133.0,195.0,1.0,0.0,3.0,1.0,0.0,1.0,Pont-de-Barret (26160),/management/ville/pont-de-barret/ville-26249
1537.0,360.0,804.0,732.0,1186.0,3.0,0.0,2.0,4.0,1.0,3.0,Nozay (44170),/management/ville/nozay/ville-44113
527.0,63.0,198.0,329.0,454.0,3.0,1.0,3.0,3.0,1.0,2.0,Saint-Saturnin (16290),/management/ville/saint-saturnin/ville-16348
860.0,127.0,338.0,522.0,811.0,1.0,0.0,1.0,1.0,1.0,0.0,Belbeuf (76240),/management/ville/belbeuf/ville-76069
69.0,33.0,36.0,33.0,55.0,,,,,,,Sainte-Sabine (21320),/management/ville/sainte-sabine/ville-21570
108.0,81.0,48.0,61.0,72.0,,,,,,,Issor (64570),/management/ville/issor/ville-64276
1116.0,343.0,601.0,515.0,965.0,1.0,1.0,1.0,0.0,0.0,0.0,Ottange (57840),/management/ville/ottange/ville-57529
2563.0,756.0,1270.0,1294.0,2318.0,5.0,2.0,4.0,4.0,1.0,3.0,Baud (56150),/management/ville/baud/ville-56010
421.0,128.0,204.0,217.0,375.0,1.0,1.0,0.0,0.0,0.0,0.0,La Ronde (17170),/management/ville/la-ronde/ville-17303
85.0,55.0,53.0,31.0,70.0,1.0,0.0,4.0,1.0,0.0,1.0,Aulos-Sinsat (09310),/management/ville/aulos-sinsat/ville-09296
60.0,24.0,23.0,37.0,58.0,,,,,,,Grandchamp (72610),/management/ville/grandchamp/ville-72142
11.0,6.0,3.0,8.0,13.0,1.0,0.0,4.0,2.0,0.0,2.0,Champagny (21440),/management/ville/champagny/ville-21136
97.0,21.0,36.0,61.0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,Lagardiolle (81110),/management/ville/lagardiolle/ville-81129
13.0,16.0,5.0,7.0,13.0,,,,,,,Arnayon (26470),/management/ville/arnayon/ville-26012
128.0,28.0,54.0,74.0,95.0,,,,,,,Blanzy-la-Salonnaise (08190),/management/ville/blanzy-la-salonnaise/ville-08070
266.0,232.0,151.0,115.0,180.0,1.0,0.0,2.0,1.0,1.0,0.0,Chéniers (23220),/management/ville/cheniers/ville-23062
157.0,28.0,46.0,111.0,141.0,2.0,0.0,1.0,2.0,2.0,0.0,Saint-Barthélemy (40390),/management/ville/saint-barthelemy/ville-40251
174.0,90.0,96.0,79.0,146.0,1.0,0.0,0.0,1.0,1.0,0.0,Échourgnac (24410),/management/ville/echourgnac/ville-24159
3706.0,742.0,1857.0,1849.0,3373.0,5.0,0.0,9.0,5.0,1.0,4.0,Brumath (67170),/management/ville/brumath/ville-67067
168.0,45.0,55.0,113.0,130.0,1.0,0.0,1.0,1.0,1.0,0.0,Bessamorel (43200),/management/ville/bessamorel/ville-43028
14.0,9.0,9.0,5.0,10.0,,,,,,,Charigny (21140),/management/ville/charigny/ville-21145
38.0,67.0,20.0,18.0,25.0,,,,,,,Saint-Pierre (06260),/management/ville/saint-pierre/ville-04194
91.0,42.0,44.0,48.0,67.0,1.0,0.0,1.0,2.0,1.0,1.0,Les Menus (61290),/management/ville/les-menus/ville-61274
229.0,245.0,103.0,125.0,199.0,,,,,,,Busserolles (24360),/management/ville/busserolles/ville-24070
1386.0,221.0,482.0,904.0,1223.0,1.0,0.0,1.0,2.0,0.0,2.0,Genilac (42800),/management/ville/genilac/ville-42225
63.0,9.0,21.0,42.0,54.0,1.0,0.0,0.0,5.0,2.0,3.0,Montiron (32200),/management/ville/montiron/ville-32288
52.0,12.0,19.0,33.0,47.0,,,,,,,Saint-Julien-sous-les-Côtes (55200),/management/ville/saint-julien-sous-les-cotes/ville-55460
119.0,32.0,63.0,57.0,107.0,1.0,1.0,0.0,0.0,0.0,0.0,Villars-les-Bois (17770),/management/ville/villars-les-bois/ville-17470
104.0,47.0,47.0,57.0,92.0,1.0,0.0,0.0,1.0,0.0,1.0,Bègues (03800),/management/ville/begues/ville-03021
121.0,125.0,64.0,57.0,38.0,1.0,0.0,0.0,2.0,2.0,0.0,Pietroso (20242),/management/ville/pietroso/ville-2B229
127.0,27.0,58.0,70.0,120.0,,,,,,,Villenave-de-Rions (33550),/management/ville/villenave-de-rions/ville-33549
89.0,30.0,30.0,59.0,80.0,1.0,0.0,0.0,2.0,2.0,0.0,Escorpain (28270),/management/ville/escorpain/ville-28143
12292.0,7872.0,8993.0,3298.0,6120.0,36.0,0.0,39.0,54.0,7.0,47.0,Sarcelles (95200),/management/ville/sarcelles/ville-95585
88.0,11.0,32.0,56.0,75.0,,,,,,,Plumetot (14440),/management/ville/plumetot/ville-14509
64.0,72.0,48.0,16.0,59.0,2.0,0.0,0.0,2.0,2.0,0.0,Lanty (58250),/management/ville/lanty/ville-58139
73.0,44.0,37.0,36.0,64.0,1.0,0.0,4.0,1.0,0.0,1.0,Saint-Clair (46300),/management/ville/saint-clair/ville-46259
22.0,23.0,7.0,15.0,21.0,1.0,0.0,3.0,1.0,1.0,0.0,Ladoye-sur-Seille (39210),/management/ville/ladoye-sur-seille/ville-39272
64.0,15.0,32.0,31.0,59.0,,,,,,,Corroy (51230),/management/ville/corroy/ville-51176
221.0,30.0,79.0,141.0,198.0,1.0,0.0,8.0,3.0,3.0,0.0,Availles-sur-Seiche (35130),/management/ville/availles-sur-seiche/ville-35008
377.0,44.0,158.0,219.0,337.0,1.0,0.0,1.0,1.0,1.0,0.0,La Merlatière (85140),/management/ville/la-merlatiere/ville-85142
232.0,57.0,103.0,129.0,213.0,1.0,0.0,0.0,3.0,2.0,1.0,Moëze (17780),/management/ville/moeze/ville-17237
25.0,6.0,10.0,15.0,18.0,1.0,0.0,0.0,2.0,1.0,1.0,Gouraincourt (55230),/management/ville/gouraincourt/ville-55216
669.0,133.0,401.0,268.0,586.0,1.0,0.0,1.0,1.0,0.0,1.0,Épron (14610),/management/ville/epron/ville-14242
705.0,96.0,305.0,400.0,667.0,2.0,0.0,1.0,3.0,1.0,2.0,Saint-Vérand (38160),/management/ville/saint-verand/ville-38463
77.0,27.0,47.0,30.0,79.0,,,,,,,Vienne-la-Ville (51800),/management/ville/vienne-la-ville/ville-51620
274.0,211.0,163.0,112.0,210.0,1.0,0.0,0.0,2.0,2.0,0.0,Jumeaux (63570),/management/ville/jumeaux/ville-63182
205.0,52.0,74.0,131.0,177.0,1.0,0.0,4.0,1.0,1.0,0.0,Arcenant (21700),/management/ville/arcenant/ville-21017
226.0,34.0,79.0,147.0,186.0,2.0,0.0,2.0,2.0,1.0,1.0,Brégy (60440),/management/ville/bregy/ville-60101
212.0,59.0,96.0,116.0,167.0,1.0,0.0,2.0,1.0,0.0,1.0,Bellicourt (02420),/management/ville/bellicourt/ville-02065
258.0,50.0,108.0,150.0,226.0,,,,,,,Brielles (35370),/management/ville/brielles/ville-35042
617.0,165.0,239.0,378.0,563.0,1.0,0.0,2.0,2.0,0.0,2.0,Trévé (22600),/management/ville/treve/ville-22376
224.0,60.0,98.0,126.0,196.0,1.0,0.0,1.0,1.0,1.0,0.0,Puyréaux (16230),/management/ville/puyreaux/ville-16272
17.0,6.0,3.0,14.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,Morville (88140),/management/ville/morville/ville-88316
543.0,198.0,263.0,280.0,465.0,1.0,0.0,0.0,1.0,1.0,0.0,Selles-Saint-Denis (41300),/management/ville/selles-saint-denis/ville-41241
348.0,151.0,176.0,172.0,281.0,1.0,0.0,0.0,2.0,0.0,2.0,Sanilhac-Sagriès (30700),/management/ville/sanilhac-sagries/ville-30308
147.0,98.0,81.0,65.0,130.0,1.0,0.0,2.0,3.0,1.0,2.0,Rullac-Saint-Cirq (12120),/management/ville/rullac-saint-cirq/ville-12207
151.0,193.0,70.0,81.0,140.0,2.0,1.0,1.0,2.0,1.0,1.0,Lespéron (07660),/management/ville/lesperon/ville-07142
62.0,56.0,37.0,25.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,Tersannes (87360),/management/ville/tersannes/ville-87195
649.0,53.0,161.0,488.0,586.0,1.0,0.0,1.0,1.0,1.0,0.0,Vennecy (45760),/management/ville/vennecy/ville-45333
187.0,15.0,77.0,110.0,168.0,1.0,0.0,1.0,1.0,0.0,1.0,Sillegny (57420),/management/ville/sillegny/ville-57652
725.0,322.0,383.0,342.0,598.0,1.0,0.0,0.0,2.0,1.0,1.0,Saint-Laurent-en-Grandvaux (39150),/management/ville/saint-laurent-en-grandvaux/ville-39487
242.0,218.0,125.0,117.0,193.0,1.0,0.0,0.0,2.0,2.0,0.0,Cressat (23140),/management/ville/cressat/ville-23068
133.0,18.0,53.0,80.0,116.0,1.0,1.0,0.0,2.0,2.0,0.0,Arreux (08090),/management/ville/arreux/ville-08022
141.0,25.0,54.0,87.0,142.0,1.0,0.0,0.0,1.0,1.0,0.0,Bouverans (25560),/management/ville/bouverans/ville-25085
974.0,246.0,442.0,532.0,732.0,1.0,1.0,9.0,0.0,0.0,0.0,Mornas (84550),/management/ville/mornas/ville-84083
21334.0,10226.0,14498.0,6836.0,15124.0,223.0,1.0,240.0,289.0,37.0,252.0,Aulnay-sous-Bois (93600),/management/ville/aulnay-sous-bois/ville-93005
443.0,280.0,194.0,249.0,377.0,1.0,1.0,0.0,0.0,0.0,0.0,Savigny-en-Sancerre (18240),/management/ville/savigny-en-sancerre/ville-18246
457.0,102.0,186.0,271.0,424.0,3.0,0.0,2.0,5.0,2.0,3.0,Brusvily (22100),/management/ville/brusvily/ville-22021
231.0,88.0,109.0,122.0,197.0,1.0,0.0,1.0,1.0,1.0,0.0,Fontenille-Saint-Martin-d'Entraigues (79110),/management/ville/fontenille-saint-martin-d-entraigues/ville-79122
1181.0,190.0,562.0,619.0,1025.0,3.0,0.0,3.0,5.0,4.0,1.0,La Chapelle-en-Serval (60520),/management/ville/la-chapelle-en-serval/ville-60142
159.0,60.0,82.0,76.0,139.0,1.0,0.0,1.0,2.0,1.0,1.0,Saint-Étienne-du-Gué-de-l'Isle (22210),/management/ville/saint-etienne-du-gue-de-l-isle/ville-22288
2259.0,484.0,1077.0,1181.0,1837.0,7.0,3.0,6.0,12.0,5.0,7.0,Noves (13550),/management/ville/noves/ville-13066
465.0,124.0,200.0,265.0,392.0,1.0,1.0,0.0,0.0,0.0,0.0,Saint-Gondon (45500),/management/ville/saint-gondon/ville-45280
31.0,10.0,18.0,13.0,16.0,,,,,,,Montreuil-la-Cambe (61160),/management/ville/montreuil-la-cambe/ville-61291
24.0,8.0,10.0,14.0,22.0,,,,,,,Périgny (14770),/management/ville/perigny/ville-14496
49.0,15.0,23.0,26.0,28.0,,,,,,,Les Moutiers-en-Auge (14620),/management/ville/les-moutiers-en-auge/ville-14457
18.0,13.0,9.0,10.0,17.0,1.0,0.0,0.0,3.0,1.0,2.0,Veilly (21360),/management/ville/veilly/ville-21660
115.0,77.0,48.0,66.0,91.0,1.0,0.0,0.0,1.0,1.0,0.0,Sainte-Foy-de-Longas (24510),/management/ville/sainte-foy-de-longas/ville-24407
164.0,27.0,69.0,95.0,138.0,1.0,0.0,0.0,2.0,1.0,1.0,Gajac (33430),/management/ville/gajac/ville-33178
48.0,60.0,24.0,24.0,45.0,,,,,,,Preigney (70120),/management/ville/preigney/ville-70423
639.0,49.0,217.0,421.0,585.0,1.0,0.0,1.0,1.0,1.0,0.0,Fénay (21600),/management/ville/fenay/ville-21263
53.0,28.0,30.0,23.0,46.0,2.0,0.0,0.0,5.0,3.0,2.0,Buxeuil (10110),/management/ville/buxeuil/ville-10068
